GLN,Namn,Avdelning,Gatuadress,Postbox,Postnummer och ort,Sökattribut,Id,Leveransplats,string_address,coordinates,latitude,longitude
7381020440643,Omsorgsenhet Hjortsberg,Köket,,Demokrativägen 2,311 46 Falkenberg,,7381020440643,,"Omsorgsenhet Hjortsberg, Demokrativägen 2, 311 46 Falkenberg","(56.8877824, 12.5130398)",56.8877824,12.5130398
7381020442128,Park och kust,Administration,,Åkarevägen 10,311 32 Falkenberg,,7381020442128,,"Park och kust, Åkarevägen 10, 311 32 Falkenberg","(56.9043632, 12.4639986)",56.9043632,12.4639986
7381020441985,Passagen,Funktionsstöd,,Batterivägen 3,311 39 Falkenberg,,7381020441985,,"Passagen, Batterivägen 3, 311 39 Falkenberg","(56.9112741, 12.4804486)",56.9112741,12.4804486
7381020441787,Personliga ombud,Stöd o behandling,,Utmarksvägen 5 H,311 36 Falkenberg,,7381020441787,,"Personliga ombud, Utmarksvägen 5 H, 311 36 Falkenberg","(56.91086869999999, 12.5049431)",56.91086869999999,12.5049431
7381020441671,Psykiatriboende Stafsingevägen,,,Stafsingevägen 60-80,311 39 Falkenberg,,7381020441671,,"Psykiatriboende Stafsingevägen, Stafsingevägen 60-80, 311 39 Falkenberg","(56.9164375, 12.478635)",56.9164375,12.478635
7381020440742,Psykriatriboende Fjällvråken,,,Batterivägen 6,311 39 Falkenberg,,7381020440742,,"Psykriatriboende Fjällvråken, Batterivägen 6, 311 39 Falkenberg","(56.90963439999999, 12.478887)",56.90963439999999,12.478887
7381020440728,Regnbågens förskola,Köket,,Myrliljevägen 8,311 38 Falkenberg,,7381020440728,,"Regnbågens förskola, Myrliljevägen 8, 311 38 Falkenberg","(56.9151091, 12.5256549)",56.9151091,12.5256549
7381020449004,Rian museet Ej ehandel!,,,,,,7381020449004,,"Rian museet Ej ehandel!, , ","(56.8990115, 12.4948329)",56.8990115,12.4948329
7381020442692,Samhällsplanering,,,Nygatan 34,311 80 Falkenberg,,7381020442692,,"Samhällsplanering, Nygatan 34, 311 80 Falkenberg","(56.904749, 12.4917326)",56.904749,12.4917326
7381020441596,Servciebostad Rimmarevägen 48,,,Rimmarevägen 48,311 78 Falkenberg,,7381020441596,,"Servciebostad Rimmarevägen 48, Rimmarevägen 48, 311 78 Falkenberg","(56.9146539, 12.5237594)",56.9146539,12.5237594
7381020440766,Serviceboende Berguvsv 7,,,Berguvsvägen 7,311 39 Falkenberg,,7381020440766,,"Serviceboende Berguvsv 7, Berguvsvägen 7, 311 39 Falkenberg","(56.9117767, 12.4719513)",56.9117767,12.4719513
7381020441435,Serviceboende Ljungholmsvägen 28 A,,,Ljungholmsvägen 28 A,311 46 Falkenberg,,7381020441435,,"Serviceboende Ljungholmsvägen 28 A, Ljungholmsvägen 28 A, 311 46 Falkenberg","(56.8881003, 12.5143249)",56.8881003,12.5143249
7381020441503,Serviceboende Möllegatan 4,,,Möllegatan 4,311 34 Falkenberg,,7381020441503,,"Serviceboende Möllegatan 4, Möllegatan 4, 311 34 Falkenberg","(56.9056472, 12.4884578)",56.9056472,12.4884578
7381020441572,Serviceboende Ormvråksv 27 B,,,Ormvråksvägen 27 B,311 39 Falkenberg,,7381020441572,,"Serviceboende Ormvråksv 27 B, Ormvråksvägen 27 B, 311 39 Falkenberg","(56.91044979999999, 12.4763425)",56.91044979999999,12.4763425
7381020441770,Serviceboende Tågvägen 4,,,Tågvägen 4,311 76 Falkenberg,,7381020441770,,"Serviceboende Tågvägen 4, Tågvägen 4, 311 76 Falkenberg","(56.9181626, 12.5078813)",56.9181626,12.5078813
7381020441107,Servicebostad Holgersgatan 2E,,,Holgersgatan 2E,311 35 Falkenberg,,7381020441107,,"Servicebostad Holgersgatan 2E, Holgersgatan 2E, 311 35 Falkenberg","(56.90702229999999, 12.4957808)",56.90702229999999,12.4957808
7381020442289,Serviceförvaltningen,,,Klockaregatan 27 A,311 36 Falkenberg,,7381020442289,,"Serviceförvaltningen, Klockaregatan 27 A, 311 36 Falkenberg","(56.9093156, 12.4924249)",56.9093156,12.4924249
7381020441923,Servicegruppen,Fuktionsstöd,,,,,7381020441923,,"Servicegruppen, , ","(None, None)",,
7381020440070,Servicesupport,,,Nygatan 34,31180 Falkenberg,,7381020440070,,"Servicesupport, Nygatan 34, 31180 Falkenberg","(56.904749, 12.4917326)",56.904749,12.4917326
7381020441268,Skansgårdens fsk,Köket,,Rapsvägen 3,311 68 Slöinge,,7381020441268,,"Skansgårdens fsk, Rapsvägen 3, 311 68 Slöinge","(56.8525508, 12.6951773)",56.8525508,12.6951773
7381020440384,Skogstorps förskola,Köket,,Violvägen 10,311 33 Falkenberg,,7381020440384,,"Skogstorps förskola, Violvägen 10, 311 33 Falkenberg","(56.9110287, 12.4369135)",56.9110287,12.4369135
